postbackTimestamp,visitTimestamp,externalId,clickId,transactionId,revenue,cost,campaignId,campaignName,landerName,landerId,offerName,offerId,countryName,countryCode,trafficSourceName,trafficSourceId,affiliateNetworkName,affiliateNetworkId,device,os,osVersion,brand,model,browser,browserVersion,isp,mobileCarrier,connectionTypeName,ip,referrer,publisherId,publisherName
22/2/2017 11:05:30,22/2/2017 11:01:19,1029c8a78f8d87a615da7ffec99cde,dJI4KDREHK3PLSE3H9DEMJ6U,66642039773,1,0.7,d6d28ae2-5bb9-4ac8-8906-2323d1ad5b1c,BidderPlace - Thailand - CheeseMobile HORO_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-True,8c003a53-2398-4aff-994d-a5bd12380594,Thailand,TH,BidderPlace,d7f0b23e-8e7c-450c-bfc6-88fd7b22a445,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 4.4,Samsung,Samsung Galaxy J1,Chrome Mobile,Chrome Mobile 33,True Move Company Limited,True Corporation,Mobile,27.55.77.44,http://go.trackinit.com/aff_r?offer_id=18644&aff_id=8537&url=http%3A%2F%2Ftrack.raptorads.com%2Fd6d28ae2-5bb9-4ac8-8906-2323d1ad5b1c%3Fpubid%3D8537%26transaction_id%3D1029c8a78f8d87a615da7ffec99cde&urlauth=678489392063562375713093258341,8537,
22/2/2017 11:05:27,22/2/2017 11:03:54,10281d010b990774bf3f2e9f1677d4,dIRC5F5VI6QUOSE31DJQNV2O,66971803323,1,0.7,db79eee6-17eb-47d7-a43d-0f68757b8867,BidderPlace - Thailand - Cheese - Adult_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450483006 - ADULT_V2-True,6e1f21d2-471b-4c02-8b57-9bdce6935e73,Thailand,TH,BidderPlace,d7f0b23e-8e7c-450c-bfc6-88fd7b22a445,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 5.1,TRUE,true SMART MAX 4.0 Plus,Chrome Mobile,Chrome Mobile 39,True Move Company Limited,True Corporation,Mobile,27.55.70.119,,1364,
22/2/2017 11:05:21,22/2/2017 11:00:18,fbc908742-48a2-5198-d42c965aaf3e8806042d29bcc8b0e5dd9f0161f6b14000b,dNTFTI7SVDHAASE3HJ9C9H6G,66961862718,1,0.7,229eb8b8-b90d-4653-9ed0-bd592e3c6a7c,YeahMobi - Thailand - Cheese - Adult_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450483006 - ADULT_V2-True,6e1f21d2-471b-4c02-8b57-9bdce6935e73,Thailand,TH,YeahMobi,0f9b2610-60e2-462f-bbdc-b5a279374728,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 6.0,Generic,Generic Android 6.0,Chrome Mobile,Chrome Mobile 39,True Move Company Limited,True Corporation,Mobile,27.55.89.115,"http://www.hallabibi.com/landing/th/tru/ym/1/mobi/video.php?tid=10896898879,6473622,5,1187&ctrack=17993.2909901952",100333,
22/2/2017 11:04:41,22/2/2017 10:59:04,20170222_37e8b77e-b5a5-4c8a-85ac-adefbf19a85f,dP6KMVCQFA0QERE3H803BEDK,66825533166,1,0.7,4b40e136-f78e-46fd-a00a-5e15258cb5b1,Spiroox - Thailand - CheeseMobile HORO_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-True,8c003a53-2398-4aff-994d-a5bd12380594,Thailand,TH,Spiroox,59480662-a717-48de-a730-0df13d0378c9,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 4.2,i-mobile,i-mobile i-STYLE 7.3,Android Browser,Android Browser 4,True Move Company Limited,True Corporation,Mobile,27.55.64.163,http://track.brucelead.com/ck.php?line_item_id=12437&target=tango-sun-IzhYAMWH&keyword=adnetpro.com%2Chttp%3A%2F%2Fadnetpro%2Chttp%3A%2F%2Fadnetpro.com&match=&traffictype=POPUP&geo=TH&visitortype=NON-ADULT&source=suede-llama&cid=zv3bc3f031f8b311e6be890af1b06d4a2f221c46f4d6be48688bb2c6e27b7a7bff01879,3279634-tango-sun-IzhYAMWH,
22/2/2017 11:04:29,22/2/2017 11:00:24,bmconv_20170222050023_bb89e386_dfd9_4494_b8e2_f08ee3e0ff51,dQCT3E461D988SE31T05NI5A,66858919866,1,0.7,56b920ff-1e86-4d67-9c5f-11b03343b19a,Billy - Thailand - CheeseMobile HORO_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-True,8c003a53-2398-4aff-994d-a5bd12380594,Thailand,TH,Billy,62776192-4f59-4920-b166-7b1cd641edad,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 6.0,Samsung,Samsung Galaxy A7 Duos,Android HttpURLConnection,Android HttpURLConnection,True Move Company Limited,True Corporation,Mobile,27.55.144.177,,12082_1040,
22/2/2017 11:04:23,22/2/2017 10:57:46,cW2I9q5AaGuUsfmkvVQkD8AuHjODswhC,dC8EHNRUO8NDCRE3176O0P7I,66984055963,1,0.7,723ad915-150f-42aa-b24c-1e21b57b2b09,Timo - Thailand - CheeseMobile HORO_V2-AIS,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-AIS,e59c7e71-c0a2-43fa-a9f0-c2425dd8b61c,Thailand,TH,Timo,30103db0-ff5d-42ba-a78c-f030258b0aa7,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 4.4,Lava,Lava Iris 360m,Chrome Mobile,Chrome Mobile 30,Advanced Wireless Network Company Limited,AIS,Mobile,182.232.144.199,http://trackmedia101.com/r/107f91c2-f8b3-11e6-b67d-115180e62dc6/1/,{pub_id},
22/2/2017 11:04:20,22/2/2017 10:59:37,10243001b04b3ef4f20f8913e2fe26,d37MNJTRJI4ITRE310NJIC2U,66861812943,1,0.7,1e03cbd0-6e85-47e1-b439-6a6874c5eb1d,BidderPlace - Thailand - Cheese - Adult_V2-AIS,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450483006 - ADULT_V2-AIS,95f771d5-7ff9-4abc-9554-0011c0663230,Thailand,TH,BidderPlace,d7f0b23e-8e7c-450c-bfc6-88fd7b22a445,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 4.4,AIS,AIS LAVA 4.0,Chrome Mobile,Chrome Mobile 30,Advanced Wireless Network Company Limited,AIS,Mobile,182.232.81.250,,8015,
22/2/2017 11:04:15,22/2/2017 10:58:37,B98TgH7BkLvSqLbWIhGouJOvA4PHtSB,dNC2IRDH31JJFRE3H9O4LO7G,66902973947,1,0.7,cc43ceb4-fe6f-4dd5-83a8-ef30f59777f2,Timo - Thailand - CheeseMobile HORO_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-True,8c003a53-2398-4aff-994d-a5bd12380594,Thailand,TH,Timo,30103db0-ff5d-42ba-a78c-f030258b0aa7,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 5.1,Samsung,Samsung Galaxy E5,Chrome Mobile,Chrome Mobile 56,True Move Company Limited,True Corporation,Mobile,27.55.64.113,,{pub_id},
22/2/2017 11:04:13,22/2/2017 10:42:48,2adf4bea5-86e1-cd56-969915079ed67378acc6fafeb3539abe0025c5e49bc0012,d7H7LC7RBRGMVRE3HAGA3R66,66918724901,1,0.7,229eb8b8-b90d-4653-9ed0-bd592e3c6a7c,YeahMobi - Thailand - Cheese - Adult_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450483006 - ADULT_V2-True,6e1f21d2-471b-4c02-8b57-9bdce6935e73,Thailand,TH,YeahMobi,0f9b2610-60e2-462f-bbdc-b5a279374728,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 5.1,TRUE,true SMART MAX 4.0 Plus,Chrome Mobile,Chrome Mobile 39,True Move Company Limited,True Corporation,Mobile,27.55.71.139,,15208,
22/2/2017 11:03:54,22/2/2017 10:58:53,1022f95c522e26ed46dea0270a64c0,dNSFFT1L8TH00RE3HFE6BH08,66957603181,1,0.7,d6d28ae2-5bb9-4ac8-8906-2323d1ad5b1c,BidderPlace - Thailand - CheeseMobile HORO_V2-True,Thailand - RaptorAdsCloud - SECURITY,14fcc93f-3014-4c23-99ad-2eab639bef18,CheeseMobile-THAILAND - Thailand - 450466606 - HORO_V2-True,8c003a53-2398-4aff-994d-a5bd12380594,Thailand,TH,BidderPlace,d7f0b23e-8e7c-450c-bfc6-88fd7b22a445,CheeseMobile-THAILAND,0c3ff828-1d68-4016-916a-8cb5525c7f71,MOBILE,Android,Android 5.1,TRUE,true SMART MAX 4.0 Plus,Chrome Mobile,Chrome Mobile 39,True Move Company Limited,True Corporation,Mobile,223.24.100.111,http://go.trackinit.com/aff_r?offer_id=18644&aff_id=8537&url=http%3A%2F%2Ftrack.raptorads.com%2Fd6d28ae2-5bb9-4ac8-8906-2323d1ad5b1c%3Fpubid%3D8537%26transaction_id%3D1022f95c522e26ed46dea0270a64c0&urlauth=818790818353534482748371643558,8537,
